evel3_label,0.0000,0.0000,0.0000,0.0000
evel3_label,0.0000,0.0000,0.0000,0.0000
evel3_label,0.4375,0.4375,0.3720,0.3760
evel3_label,0.4375,0.4375,0.3720,0.3760
evel3_label,0.1914,0.1914,0.2920,0.2920
evel3_label,0.1953,0.1953,0.2880,0.2880
evel3_label,0.3359,0.3359,0.2600,0.2600
evel3_label,0.3359,0.3359,0.2640,0.2640
evel3_label,0.3359,0.3359,0.2640,0.2640
evel3_label,0.4570,0.4570,0.1440,0.1440
evel3_label,0.4648,0.4648,0.1360,0.1360
evel3_label,0.4648,0.4648,0.1360,0.1360
evel3_label,0.4648,0.4648,0.1360,0.1360
evel3_label,0.4648,0.4648,0.2680,0.2680
evel3_label,0.4648,0.4648,0.2720,0.2720
evel3_label,0.4648,0.4648,0.2720,0.2720
evel3_label,0.4648,0.4648,0.2720,0.2720
evel3_label,0.7539,0.7539,0.1400,0.1400
evel3_label,0.7500,0.7500,0.1360,0.1360
evel3_label,0.7500,0.7500,0.1360,0.1360
evel3_label,0.7500,0.7500,0.1360,0.1360
evel3_label,0.7500,0.7500,0.1360,0.1360
evel3_label,0.5586,0.5586,0.1640,0.1640
evel3_label,0.1406,0.1406,0.1880,0.1960
evel3_label,0.1406,0.1406,0.1880,0.1960
evel3_label,0.1367,0.1367,0.1960,0.1960
evel3_label,0.1367,0.1367,0.1960,0.1960
evel3_label,0.5938,0.5938,0.0520,0.0520
evel3_label,0.5977,0.5977,0.0440,0.0440
evel3_label,0.5977,0.5977,0.0440,0.0440
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.4453,0.4492,0.2200,0.2280
evel3_label,0.3828,0.3828,0.1800,0.1800
evel3_label,0.3828,0.3828,0.1760,0.1760
evel3_label,0.4570,0.4570,0.2200,0.2200
evel3_label,0.4414,0.4414,0.2200,0.2200
evel3_label,0.4414,0.4414,0.2200,0.2200
evel3_label,0.4453,0.4453,0.2200,0.2200
evel3_label,0.4453,0.4453,0.2200,0.2200
evel3_label,0.4453,0.4453,0.2200,0.2200
evel3_label,0.4453,0.4453,0.2200,0.2200
evel3_label,0.4492,0.4492,0.2200,0.2200
evel3_label,0.4531,0.4531,0.2240,0.2240
evel3_label,0.3828,0.3828,0.1800,0.1800
evel3_label,0.3945,0.3945,0.1800,0.1800
evel3_label,0.7422,0.7422,0.2240,0.2240
evel3_label,0.7500,0.7500,0.2200,0.2200
evel3_label,0.7500,0.7500,0.2200,0.2200
evel3_label,0.7500,0.7500,0.2200,0.2200
evel3_label,0.7500,0.7500,0.2200,0.2200
evel3_label,0.7500,0.7500,0.2200,0.2200
evel3_label,0.6836,0.6836,0.2040,0.2040
evel3_label,0.4492,0.4492,0.0480,0.0480
evel3_label,0.4609,0.4609,0.0560,0.0560
evel3_label,0.4609,0.4609,0.0560,0.0560
evel3_label,0.1992,0.1992,0.2960,0.2960
evel3_label,0.1953,0.1953,0.2960,0.2960
evel3_label,0.6719,0.6719,0.1680,0.1680
evel3_label,0.6719,0.6719,0.1600,0.1600
evel3_label,0.6719,0.6719,0.1600,0.1600
evel3_label,0.5859,0.5859,0.3400,0.3400
evel3_label,0.5859,0.5859,0.3400,0.3400
evel3_label,0.5859,0.5859,0.3400,0.3400
evel3_label,0.5859,0.5859,0.3400,0.3400
evel3_label,0.5078,0.5078,0.4040,0.4040
evel3_label,0.5039,0.5039,0.4200,0.4200
evel3_label,0.5117,0.5117,0.4160,0.4160
evel3_label,0.5117,0.5117,0.4160,0.4160
evel3_label,0.5117,0.5117,0.4160,0.4160
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.4453,0.4453,0.4120,0.4120
evel3_label,0.3789,0.3789,0.4280,0.4280
evel3_label,0.3633,0.3906,0.4280,0.4360
evel3_label,0.3633,0.3906,0.4280,0.4360
evel3_label,0.3906,0.3906,0.4200,0.4200
evel3_label,0.3906,0.3906,0.4120,0.4120
evel3_label,0.6094,0.6094,0.4200,0.4200
evel3_label,0.6094,0.6094,0.4320,0.4320
evel3_label,0.6016,0.6016,0.4160,0.4160
evel3_label,0.6016,0.6016,0.4160,0.4160
evel3_label,0.6016,0.6016,0.4160,0.4160
evel3_label,0.8047,0.8047,0.4440,0.4440
evel3_label,0.8047,0.8047,0.4440,0.4440
evel3_label,0.8047,0.8047,0.4440,0.4440
evel3_label,0.4531,0.4531,0.4600,0.4640
evel3_label,0.4531,0.4531,0.4600,0.4640
evel3_label,0.8086,0.8086,0.4360,0.4360
evel3_label,0.8086,0.8086,0.4400,0.4400
evel3_label,0.8086,0.8086,0.4400,0.4400
evel3_label,0.8086,0.8086,0.4400,0.4400
evel3_label,0.2930,0.2930,0.5240,0.5240
evel3_label,0.2773,0.2773,0.5200,0.5200
evel3_label,0.2930,0.2930,0.5240,0.5240
evel3_label,0.2930,0.2930,0.5240,0.5240
evel3_label,0.2930,0.2930,0.5240,0.5240
evel3_label,0.3555,0.3555,0.5280,0.5280
evel3_label,0.3516,0.3516,0.5240,0.5240
evel3_label,0.3516,0.3516,0.5240,0.5240
evel3_label,0.4570,0.4570,0.4680,0.4680
evel3_label,0.4609,0.4609,0.4640,0.4640
evel3_label,0.4297,0.4297,0.4600,0.4600
evel3_label,0.4180,0.4180,0.4600,0.4600
evel3_label,0.3516,0.3516,0.4560,0.4560
evel3_label,0.5977,0.5977,0.4320,0.4320
evel3_label,0.5977,0.5977,0.4320,0.4320
evel3_label,0.1953,0.1953,0.4000,0.4000
evel3_label,0.1914,0.1914,0.4040,0.4040
evel3_label,0.5508,0.5508,0.3720,0.3720
evel3_label,0.5508,0.5508,0.3720,0.3720
evel3_label,0.5508,0.5508,0.3720,0.3720
evel3_label,0.5781,0.5859,0.3880,0.3920
evel3_label,0.5781,0.5859,0.3880,0.3920
evel3_label,0.7734,0.7734,0.3760,0.3760
evel3_label,0.7617,0.7617,0.3760,0.3760
evel3_label,0.7617,0.7617,0.3760,0.3760
evel3_label,0.7617,0.7617,0.3760,0.3760
evel3_label,0.7617,0.7617,0.3760,0.3760
evel3_label,0.8438,0.8438,0.3880,0.3880
evel3_label,0.2695,0.2695,0.7560,0.7560
evel3_label,0.2695,0.2695,0.7560,0.7560
evel3_label,0.2578,0.2695,0.7560,0.7560
evel3_label,0.2578,0.2695,0.7560,0.7560
evel3_label,0.1953,0.1953,0.4760,0.4760
evel3_label,0.1953,0.1953,0.4760,0.4760
evel3_label,0.1953,0.1953,0.4760,0.4760
evel3_label,0.2227,0.2227,0.5880,0.5880
evel3_label,0.2305,0.2383,0.5880,0.5880
evel3_label,0.2305,0.2383,0.5880,0.5880
evel3_label,0.2305,0.2383,0.5880,0.5880
evel3_label,0.2305,0.2383,0.5880,0.5880
evel3_label,0.1875,0.1875,0.7000,0.7000
evel3_label,0.3359,0.3359,0.6840,0.6840
evel3_label,0.5859,0.5859,0.3320,0.3320
evel3_label,0.5898,0.5977,0.3320,0.3360
evel3_label,0.5898,0.5977,0.3320,0.3360
evel3_label,0.3477,0.3477,0.6680,0.6680
evel3_label,0.3438,0.3438,0.6720,0.6720
evel3_label,0.2891,0.2891,0.8120,0.8120
evel3_label,0.2852,0.2852,0.8120,0.8120
evel3_label,0.3789,0.3828,0.8840,0.8880
evel3_label,0.3789,0.3828,0.8240,0.8280
evel3_label,0.2344,0.2344,0.8680,0.8760
evel3_label,0.3828,0.3867,0.8840,0.8840
evel3_label,0.4258,0.4453,0.9080,0.9080
evel3_label,0.2109,0.2148,0.9240,0.9320
evel3_label,0.6328,0.6406,0.8600,0.8600
evel3_label,0.6875,0.6953,0.9240,0.9240
evel3_label,0.7656,0.7734,0.9320,0.9320
evel3_label,0.0000,0.0000,0.0000,0.0000
evel3_label,0.1523,0.1523,0.2400,0.2400
evel3_label,0.1523,0.1523,0.2440,0.2440
